Málverkafölsunarmálið	nheng
þess	fphee
að	cn
skipta	sng
sér	fpveþ
af	af
mótmælendum	nkfþ
.	pl

Boð	nhfn
um	af
fundinn	nkeog
gengu	sfg3fþ
manna	nkfe
á	aa
milli	af
í	af
tölvubréfum	nhfþ
og	c
SMS-skeytum	nhfþ
en	c
engin	fohfn
samtök	nhfn
stóðu	sfg3fþ
að	af
baki	nheþ
mótmælunum	nhfþg
.	pl

Að	af
sögn	nveþ
fundarmanna	nkfe
var	sfg3eþ
ekki	aa
verið	sþghen
að	cn
mótmæla	sng
einstökum	lkeþsf
atburði	nkeþ
heldur	aam
ónauðsynlegu	lheþsf
ofbeldi	nheþ
sem	ct
lögregla	nven
beitti	sfg3eþ
borgaranna	nkfog
.	pl

Opinn	lkensf
fundur	nken
Sólar	nvee-s
í	af
Straumi	nkeþ-s

Fulltrúar	nkfn
Alcan	n----s
mættu	sfg3fþ
á	af
opinn	lkeosf
fund	nkeo
samtakanna	nhfeg
Sól	nven-s
í	af
Straumi	nkeþ-s
í	af
kvöld	nheo
en	c
þar	aa
færðu	sfg3fþ
þeir	fpkfn
rök	nhfo
fyrir	af
kostum	nkfþ
þess	fphee
að	cn
stækka	sng
Álverið	nheog
í	af
Straumsvík	nveþ-s
.	pl

Nokkur	foken
fjöldi	nken
var	sfg3eþ
saman	aa
kominn	sþgken
til	af
að	cn
fylgjast	snm
með	aa
.	pl

Upplýsingafulltrúi	nken
Alcan	n----s
fór	sfg3eþ
yfir	af
helstu	lhfove
rökin	nhfog
fyrir	af
stækkuninni	nveþg
og	c
nefndi	sfg3eþ
þar	aa
fyrst	aae
hagnað	nkeo
bæjarins	nkeeg
og	c
þjóðfélagsins	nheeg
.	pl

Hann	fpken
sagði	sfg3eþ
meðal	af
annars	fohee
að	c
á	af
næstu	lhfþve
20	ta
árum	nhfþ
gerði	svg3eþ
Alcan	n----s
ráð	nheo
fyrir	af
því	fpheþ
að	cn
greiða	sng
um	aa
250	ta
milljarða	nkfo
króna	nvfe
fyrir	af
raforku	nveo
.	pl

Opinn	lkensf
fundur	nken
Sólar	nvee-s
í	af
Straumi	nkeþ-s

Fulltrúar	nkfn
Alcan	n----s
mættu	sfg3fþ
á	af
opinn	lkeosf
fund	nkeo
samtakanna	nhfeg
Sól	nven-s
í	af
Straumi	nkeþ-s
í	af
kvöld	nheo
en	c
þar	aa
færðu	sfg3fþ
þeir	fpkfn
rök	nhfo
fyrir	af
kostum	nkfþ
þess	fphee
að	cn
stækka	sng
Álverið	nheog
í	af
Straumsvík	nveþ-s
.	pl

Nokkur	foken
fjöldi	nken
var	sfg3eþ
saman	aa
kominn	sþgken
til	af
að	cn
fylgjast	snm
með	aa
.	pl

Upplýsingafulltrúi	nken
Alcan	n----s
fór	sfg3eþ
yfir	af
helstu	lhfove
rökin	nhfog
fyrir	af
stækkuninni	nveþg
og	c
nefndi	sfg3eþ
þar	aa
fyrst	aae
hagnað	nkeo
bæjarins	nkeeg
og	c
þjóðfélagsins	nheeg
.	pl

Hann	fpken
sagði	sfg3eþ
meðal	af
annars	fohee
að	c
á	af
næstu	lhfþve
20	ta
árum	nhfþ
gerði	svg3eþ
Alcan	n----s
ráð	nheo
fyrir	af
því	fpheþ
að	cn
greiða	sng
um	aa
250	ta
milljarða	nkfo
króna	nvfe
fyrir	af
raforku	nveo
.	pl

Taktu	sbg2en
niður	aa
víravegriðin	nhfog

Taktu	sbg2en
niður	aa
víravegriðin	nhfog
voru	sfg3fþ
skilaboð	nhfn
Bifhjólasamtaka	nhfe-s
íslenska	lheevf
lýðveldisins	nheeg
til	af
samgönguráðherra	nkee
á	af
tröppum	nvfþ
alþingishússins	nheeg
í	af
dag	nkeo
.	pl

Þar	aa
afhentu	sfg3fþ
Sniglarnir	nkfngs
samgönguráðherra	nkeþ
undirskriftir	nvfo
2.078	ta
bifhjólamanna	nkfe
og	c
mótmæltu	sfg3fþ
því	fpheþ
að	c
fleiri	lhfnvm
víravegrið	nhfn
yrðu	svg3fþ
sett	sþghfn
upp	aa
.	pl

Umrædd	lhfnsf
vegrið	nhfn
eru	sfg3fn
ódýrari	lhfnvm
en	c
hefðbundin	lhfnsf
vegrið	nhfn
og	c
eiga	sfg3fn
að	cn
draga	sng
úr	af
höggi	nheþ
aki	svg3fn
á	af
þau	fphfo
bílar	nkfn
.	pl

Edda	nven-s
Þórey	nven-s
Guðnadóttir	nven-s
,	pk
gjaldkeri	nken
Sniglanna	nkfegs
:	pa
«	pg
Norðmenn	nkfn-s
eru	sfg3fn
að	cn
taka	sng
sín	fehfo
niður	aa
,	pk
Hollendingar	nkfn-s
tóku	sfg3fþ
sín	fehfo
síðustu	lhfove
niður	aa
núna	aa
í	af
lok	nhfo
júlí	nkee
.	pl

Það	fphen
er	sfg3en
náttúrulega	aa
kannski	aa
ekkert	fohen
skrýtið	lhensf
að	c
þau	fphfn
séu	svg3fn
ódýr	lhfnsf
,	pk
það	fphen
er	sfg3en
enginn	foken
sem	ct
kaupir	sfg3en
þau	fphfo
lengur	aam
,	pk
þannig	aa
að	c
við	fp1fn
fáum	sfg1fn
þau	fphfo
mjög	aa
ódýrt	aa
kannski	aa
.	pl
»	pg

Umferðaröryggi	nhen
er	sfg3en
líka	aa
fyrir	af
bifhjólafólk	nheo
segja	sfg3fn
Sniglarnir	nkfngs
.	pl

Við	fp1fn
neitum	sfg1fn
að	cn
láta	sng
líta	sng
á	af
okkur	fp1fo
sem	ct
fórnarkostnað	nkeo
í	af
þágu	nveþ
annarra	fokfe
í	af
umferðinni	nveþg
.	pl

Samgönguráðherra	nken
sagði	sfg3eþ
málið	nheog
verða	sng
skoðað	sþgheo
og	c
að	c
hann	fpken
vissi	svg3eþ
til	af
þess	fphee
að	c
Vegagerðin	nvengs
hefði	svg3eþ
á	af
því	fpheþ
fullan	lkeosf
hug	nkeo
.	pl

Héðinn	nken-s
Halldórsson	nken-s
:	pa
«	pg
Verða	sfg3fn
fleiri	lhfnvm
víravegrið	nhfn
sett	sþghfn
upp	aa
?	pl
»	pg

Sturla	nken-s
Böðvarsson	nken-s
,	pk
samgönguráðherra	nken
(	pa
D	x
)	pa
:	pa
«	pg
Ja	au
,	pk
það	fpheo
vil	sfg1en
ég	fp1en
ekkert	fohen
segja	sng
á	af
þessu	faheþ
stigi	nheþ
en	c
það	fphen
er	sfg3en
krafa	nven
,	pk
eðlileg	lvensf
krafa	nven
að	cn
aðskilja	sng
akstursstraumana	nkfog
með	af
einhverjum	fovfþ
leiðum	nvfþ
og	c
við	fp1fn
þurfum	sfg1fn
að	cn
finna	sng
bestu	lveove
leiðina	nveog
.	pl
»	pg

Ráðherra	nken
skipaði	sfg3eþ
nýlega	aa
fulltrúa	nkeo
Sniglanna	nkfegs
í	af
umferðarráð	nheo
.	pl

Sturla	nken-s
Böðvarsson	nken-s
:	pa
«	pg
Ég	fp1en
tel	sfg1en
að	af
sjálfsögðu	lheþsf
nauðsynlegt	lheosf
að	cn
læra	sng
af	af
reynslu	nveþ
þeirra	fpkfe
.	pl

Sjáum	sfg1fn
hvað	fshen
setur	sfg3en
.	pl
»	pg

Samtök	nhfn-s
evrópskra	lkfesf
bifhjólamanna	nkfe
hafa	sfg3fn
tekið	sþghen
eindregna	lveosf
afstöðu	nveo
gegn	af
víravegriðunum	nhfþg
.	pl

Eina	lhenvf
víravegriðið	nheng
á	af
Íslandi	nheþ-s
er	sfg3en
á	af
Hellisheiði	nveþ-s
,	pk
4	ta
kílómetra	nkfe
langt	lhensf
.	pl

Edda	nven-s
Þórey	nven-s
Guðnadóttir	nven-s
:	pa
«	pg
Þetta	fahen
skiptir	sfg3en
okkur	fp1fo
miklu	lheþsf
máli	nheþ
.	pl

Við	fp1fn
viljum	sfg1fn
halda	sng
lífi	nheþ
í	af
umferðinni	nveþg
líka	aa
.	pl
»	pg

Yfir	aa
1100	ta
vinnuslys	nhfn
í	af
virkjunum	nvfþ
eystra	aam

Rúmlega	aa
300	ta
starfsmenn	nkfn
við	af
virkjanaframkvæmdir	nvfo
á	af
Austurlandi	nheþ-s
hafa	sfg3fn
þurft	sþghen
að	cn
vera	sng
frá	af
vinnu	nveþ
í	af
þrjá	tfkfo
daga	nkfo
eða	c
lengur	aam
vegna	af
vinnuslysa	nhfe
frá	af
því	fpheþ
framkvæmdir	nvfn
hófust	sfm3fþ
fyrir	af
tæpum	lhfþsf
þremur	tfhfþ
árum	nhfþ
.	pl

Þá	aa
hafa	sfg3fn
fjórir	tfkfn
menn	nkfn
látist	sþmhen
í	af
vinnuslysum	nhfþ
tengdum	lhfþsf
Kárahnjúkavirkjun	nveþ-s
.	pl

Í	af
dag	nkeo
eru	sfg3fn
liðnir	sþgkfn
1.377	ta
dagar	nkfn
frá	af
því	fpheþ
að	c
framkvæmdir	nvfn
við	af
Kárahnjúkavirkjun	nveo-s
hófust	sfm3fþ
,	pk
en	c
á	af
þeim	fakeþ
tíma	nkeþ
hefur	sfg3en
Vinnueftirlitinu	nheþgs
verið	sþghen
tilkynnt	sþghen
um	af
1.142	ta
vinnuslys	nhfo
vegna	af
virkjanaframkvæmda	nvfe
á	af
Austurlandi	nheþ-s
.	pl

Þar	aa
af	aa
hefur	sfg3en
ítalska	lhenvf
verktakafyrirtækið	nheng
Impregilo	n----s
tilkynnt	sþghen
1.078	ta
slys	nhfo
á	af
þessu	faheþ
tímabili	nheþ
eða	c
94%	tp
allra	fohfe
tilkynntra	lhfesf
slysa	nhfe
.	pl

Einungis	aa
eru	sfg3fn
tilkynnt	sþghfn
slys	nhfn
til	af
Vinnueftirlitsins	nheegs
sem	ct
teljast	sfm3fn
alvarleg	lhfnsf
og	c
/	pa
eða	c
valda	sfg3fn
fjarvistum	nvfþ
lengur	aam
en	c
einn	tfkeo
dag	nkeo
umfram	af
slysadag	nkeo
.	pl

Af	af
þeim	fahfþ
1.142	ta
vinnuslysum	nhfþ
sem	ct
hafa	sfg3fn
verið	sþghen
tilkynnt	sþghfn
hafa	sfg3fn
830	ta
slasaðra	lkfesf
getað	sþghen
snúið	sþghen
aftur	aa
til	af
vinnu	nvee
innan	af
þriggja	tfkfe
daga	nkfe
.	pl

Þetta	fahen
þýðir	sfg3en
jafnframt	aa
samkvæmt	af
þessum	favfþ
tölum	nvfþ
að	c
312	ta
starfsmenn	nkfn
hafa	sfg3fn
slasast	sþmhen
það	fphen
mikið	aa
að	c
þeir	fpkfn
hafa	sfg3fn
orðið	sþghen
óvinnufærir	lkfnsf
lengur	aam
en	c
í	af
þrjá	tfkfo
daga	nkfo
.	pl

Taka	sng
ber	sfg3en
fram	aa
að	c
hér	aa
er	sfg3en
ekki	aa
verið	sþghen
að	cn
tala	sng
um	af
vinnuslys	nhfo
við	af
byggingu	nveo
álversins	nheeg
í	af
Reyðarfirði	nkeþ-s
heldur	c
einungis	aa
virkjanaframkvæmdir	nvfo
.	pl

Samkvæmt	af
skráningu	nveþ
Hagstofunnar	nveegs
unnu	sfg3fþ
1.770	ta
manns	nkee
að	af
mannvirkjagerð	nveþ
á	af
Austurlandi	nheþ-s
árið	nheog
2005	ta
og	c
langflestir	lkfnse
við	af
virkjanaframkvæmdir	nvfo
.	pl

Til	af
Slysaskrár	nvee-s
Íslands	nhee-s
voru	sfg3fþ
tilkynnt	sþghfn
þetta	faheo
sama	fbheo
ár	nheo
1.240	ta
vinnuslys	nhfn
á	af
Fljótsdalshéraði	nheþ-s
og	c
í	af
Fljótsdalshreppi	nkeþ-s
,	pk
en	c
athafnasvæði	nhen
Kárahnjúkavirkjunar	nvee-s
er	sfg3en
innan	af
þeirra	fahfe
sveitafélaga	nhfe
.	pl

Þetta	fahen
gera	sfg3fn
rúmlega	aa
hundrað	tfhfo
vinnuslys	nhfo
á	af
mánuði	nkeþ
,	pk
sem	ct
þýðir	sfg3en
að	c
sjö	tfkfn
af	af
hverjum	fokfþ
tíu	tfkfþ
verkamönnum	nkfþ
hafa	sfg3fn
orðið	sþghen
fyrir	af
einhvers	fokee
konar	nkee
meiðslum	nhfþ
við	af
vinnu	nveo
sína	feveo
.	pl

Það	fphen
skal	sfg3en
tekið	sþghen
fram	aa
að	c
til	af
slysaskrárinnar	nveeg
eru	sfg3fn
öll	fohfn
vinnuslys	nhfn
tilkynnt	sþghfn
,	pk
óháð	af
því	fpheþ
hversu	aa
alvarleg	lhfnsf
þau	fphfn
eru	sfg3fn
eða	c
hversu	aa
lengi	aa
menn	nkfn
eru	sfg3fn
frá	af
vinnu	nveþ
.	pl

Nú	aa
hafa	sfg3fn
fjórir	tfkfn
menn	nkfn
látist	sþmhen
við	af
virkjanaframkvæmdirnar	nvfog
á	af
Kárahnjúkum	nkfþ-s
,	pk
þrír	tfkfn
Íslendingar	nkfn-s
og	c
Króati	nken-s
.	pl

Nú	aa
síðast	aae
slasaðist	sfm3eþ
kínverskur	lkensf
verkamaður	nken
alvarlega	aa
þegar	c
hann	fpken
dróst	sfm3eþ
40	ta
metra	nkfo
niður	af
stífluvegg	nkeo
og	c
hafnaði	sfg3eþ
á	af
steypustyrktarjárni	nheþ
.	pl

Ástand	nhen
hans	fpkee
er	sfg3en
enn	aa
alvarlegt	lhensf
,	pk
en	c
honum	fpkeþ
er	sfg3en
haldið	sþghen
sofandi	lkeþof
í	af
öndunarvél	nveþ
á	af
gjörgæsludeild	nveþ
Landspítalans	nkeegs
í	af
Fossvogi	nkeþ-s
.	pl

Forstjóri	nken
Umhverfisstofnunar	nvee-s
hættir	sfg3en
störfum	nhfþ

Davíð	nken-s
Egilsson	nken-s
,	pk
forstjóri	nken
Umhverfisstofnunar	nvee-s
hyggst	sfm3en
láta	sng
af	af
störfum	nhfþ
.	pl

Hann	fpken
segir	sfg3en
að	c
betra	lhenvm
sé	svg3en
að	c
nýr	lkensf
maður	nken
komi	svg3en
að	af
stjórn	nveþ
stofnunarinnar	nveeg
.	pl

Niðurstöður	nvfn-s
úr	af
sérstakri	lveþsf
úttekt	nveþ
voru	sfg3fþ
sendar	sþgvfn
umhverfisráðuneytinu	nheþg
um	af
mánaðarmót	nhfo
en	c
þær	fpvfn
hafa	sfg3fn
ekki	aa
verið	sþghen
gerðar	sþgvfn
opinberar	lvfnsf
.	pl

Forstjóri	nken
Umhverfisstofnunar	nvee-s
boðaði	sfg3eþ
starfsmenn	nkfo
á	af
sinn	fekeo
fund	nkeo
í	af
dag	nkeo
þar	aa
sem	c
hann	fpken
tilkynnti	sfg3eþ
þeim	fpkfþ
þessa	faveo
ákvörðun	nveo
sína	feveo
.	pl

Hann	fpken
sagði	sfg3eþ
að	c
þetta	fahen
hefði	svg3eþ
verið	sþghen
samkomulagsatriði	nhen
á	aa
milli	af
sín	fpkee
og	c
Jónínu	nvee-s
Bjartmarz	nvee-s
,	pk
umhverfisráðherra	nkee
,	pk
en	c
vildi	sfg3eþ
að	af
öðru	foheþ
leyti	nheþ
ekki	aa
tjá	sng
sig	fpkeo
um	af
málið	nheog
.	pl

Umhverfisráðherra	nken
er	sfg3en
í	af
Kaupmannahöfn	nveþ-s
og	c
því	aa
hefur	sfg3en
Fréttastofa	nven-s
ekki	aa
náð	sþghen
tali	nheþ
af	af
honum	fpkeþ
í	af
dag	nkeo
.	pl

Síðustu	lkfove
mánuði	nkfo
hefur	sfg3en
nokkur	foken
styr	nken
staðið	sþghen
um	af
Umhverfisstofnun	nveo-s
.	pl

Ríkisendurskoðun	nven
birti	sfg3eþ
stjórnsýsluúttekt	nveo
um	af
stofnunina	nveog
í	af
október	nkeþ
en	c
í	af
henni	fpveþ
kom	sfg3eþ
meðal	af
annars	fohee
fram	aa
að	c
markmiðið	nheng
með	af
Umhverfisstofnun	nveþ-s
hefði	svg3eþ
ekki	aa
náð	sþghen
fram	aa
að	cn
ganga	sng
.	pl

Forstjórinn	nkeng
var	sfg3eþ
afar	aa
ósáttur	lkensf
við	af
úttektina	nveog
og	c
í	af
yfirlýsingu	nveþ
gerði	sfg3eþ
hann	fpken
verulegar	lvfosf
athugasemdir	nvfo
við	af
hana	fpveo
.	pl

Um	af
svipað	lheosf
leyti	nheo
og	c
skýrslan	nveng
kom	sfg3eþ
út	aa
fékk	sfg3eþ
Davíð	nken-s
Egilsson	nken-s
síðan	aa
undirskriftalista	nkeo
með	af
nöfnum	nhfþ
tæplega	aa
40	ta
starfsmanna	nkfe
sem	ct
mótmæltu	sfg3fþ
ráðningu	nveo
nýs	lkeesf
fagstjóra	nkee
.	pl

Kona	nven
sem	ct
starfaði	sfg3eþ
hjá	af
stofnuninni	nveþg
í	af
7	ta
ár	nhfo
hafði	sfg3eþ
sótt	sþghen
um	af
stöðuna	nveog
ásamt	af
karlmanni	nkeþ
sem	ct
hafði	sfg3eþ
verið	sþghen
þar	aa
í	af
um	aa
3	ta
vikur	nvfo
.	pl

Maðurinn	nkeng
var	sfg3eþ
ráðinn	sþgken
og	c
lagðist	sfm3eþ
það	fphen
illa	aa
í	af
þorra	nkeo
starfsmanna	nkfe
.	pl

Forstjóri	nken
Umhverfisstofnunar	nvee-s
sagði	sfg3eþ
í	af
samtali	nheþ
við	af
fréttamann	nkeo
að	af
loknum	lkeþsf
starfsmannafundi	nkeþ
í	af
dag	nkeo
að	c
hann	fpken
hefði	svg3eþ
verið	sþghen
reiðubúin	x
að	cn
takast	snm
á	aa
við	af
ný	lhfosf
verkefni	nhfo
í	af
kjölfar	nheo
úttektar	nvee
ríkisendurskoðunar	nvee
.	pl

Það	fphen
hefði	svg3eþ
hins	fakee
vegar	nkee
orðið	sþghen
að	af
samkomulagi	nheþ
á	aa
milli	af
hans	fpkee
og	c
ráðherra	nkee
að	c
hann	fpken
léti	svg3eþ
af	af
störfum	nhfþ
.	pl

Þess	fphee
má	sfg3en
geta	sng
að	c
í	af
kjölfar	nheo
úttektar	nvee
ríkisendurskoðunar	nvee
fól	sfg3eþ
umhverfisráðuneytið	nheng
Sigurður	x
Helgasyni	nkeþ-s
,	pk
stjórnsýslufræðingi	nkeþ
,	pk
að	cn
gera	sng
frekari	lveovm
athugun	nveo
á	af
starfsemi	nveþ
,	pk
stjórn	nveþ
og	c
rekstri	nkeþ
Umhverfisstofnunar	nvee-s
.	pl

Niðurstöður	nvfn
lágu	sfg3fþ
fyrir	aa
um	af
mánaðarmót	nhfo
en	c
hafa	sfg3fn
ekki	aa
verið	sþghen
gerðar	sþgvfn
opinberar	lvfnsf
.	pl

hafa	sfg3fn
komist	sþmhen
að	af
samkomulagi	nheþ
um	af
að	c
nýr	lkensf
forstjóri	nken
verði	svg3en
ráðinn	sþgken
.	pl

Þetta	fahen
er	sfg3en
gert	sþghen
til	af
að	cn
þróa	sng
betur	aam
hina	gveo
sameinuðu	lveovf
Umhverfisstofu	nveo-s
og	c
var	sfg3eþ
talið	sþghen
heppilegt	lhensf
að	c
nýr	lkensf
maður	nken
kæmi	svg3eþ
að	af
því	faheþ
verki	nheþ
.	pl

Stofnunin	nveng
tók	sfg3eþ
til	af
starfa	nhfe
í	af
ársbyrjun	nveþ
2003	ta
og	c
tók	sfg3eþ
þá	aa
við	af
verkefnum	nhfþ
Hollustuverndar	nvee-s
ríkisins	nheeg
,	pk
Náttúruverndar	nvee-s
ríkisins	nheeg
og	c
Veiðistjóraembættis	nhee-s
,	pk
ásamt	af
starfsemi	nveþ
dýraverndarráðs	nhee
,	pk
hreindýraráðs	nhee
og	c
svokallaðrar	lveesf
villidýranefndar	nvee
.	pl

Fyrr	aam
á	af
þessu	faheþ
ári	nheþ
skilaði	sfg3eþ
ríkisendurskoðun	nven
skýrslu	nveþ
um	af
stofnunina	nveog
þar	aa
sem	c
fram	aa
kom	sfg3eþ
að	c
ekki	aa
hefðu	svg3fþ
öll	fohfn
markmið	nhfn
með	af
þessari	faveþ
sameiningu	nveþ
náð	sþghen
fram	aa
að	cn
ganga	sng
.	pl

Meðal	af
annars	fohee
væru	svg3fþ
ekki	aa
vísbendingar	nvfn
um	af
að	c
stjórnsýsla	nven
umhverfismála	nhfe
hefði	svg3eþ
almennt	aa
styrkst	sþmhen
.	pl

Davíð	nken-s
Egilsson	nken-s
,	pk
sagði	sfg3eþ
í	af
samtali	nheþ
við	af
Fréttastofu	nveo-s
að	c
hann	fpken
og	c
umhverfisráðherra	nken
væru	svg3fþ
sammála	lkfnof
um	af
að	cn
þróa	sng
þyrfti	svg3eþ
þessa	faveo
sameiningu	nveo
enn	aa
frekar	aam
og	c
skynsamlegt	lhensf
væri	svg3eþ
að	c
nýr	lkensf
maður	nken
kæmi	svg3eþ
að	af
því	fpheþ
.	pl

Starfið	nheng
verður	sfg3en
því	aa
auglýst	sþghen
fljótlega	aa
.	pl

Davíð	nken-s
mun	sfg3en
hins	fakee
vegar	nkee
gegna	sng
starfinu	nheþg
áfram	aa
þar	aa
til	aa
nýr	lkensf
forstjóri	nken
hefur	sfg3en
tekið	sþghen
til	af
starfa	nhfe
.	pl

Aðspurður	lkensf
hvort	c
hann	fpken
væri	svg3eþ
sáttur	lkensf
við	af
þessi	fahfo
málalok	nhfo
sagði	sfg3eþ
Davíð	nken-s
að	c
þetta	fahen
þjónaði	svg3eþ
hagsmunum	nkfþ
Umhverfisstofnunar	nvee-s
best	aae
og	c
þeir	fpkfn
skiptu	svg3fþ
mestu	lheþse
máli	nheþ
.	pl

Hann	fpken
vildi	sfg3eþ
jafnframt	aa
taka	sng
það	fpheo
fram	aa
að	c
ekki	aa
væri	svg3eþ
verið	sþghen
að	cn
segja	sng
honum	fpkeþ
upp	aa
störfum	nhfþ
,	pk
þetta	fahen
væri	svg3eþ
sameiginleg	lvensf
ákvörðun	nven
hans	fpkee
og	c
umhverfisráðherra	nkee
.	pl

Þriðju	lveþvf
umræðu	nveþ
um	af
RÚV	n----s
frestað	sþghen
fram	aa
yfir	af
jól	nhfo

Sátt	nven
hefur	sfg3en
tekist	sþmhen
milli	af
þingflokka	nkfe
um	af
þingfrestun	nveo
á	af
laugardag	nkeo
.	pl

Annarri	lveþvf
umræðu	nveþ
um	af
frumvarp	nheo
um	af
Ríkisútvarpið	nheogs
verður	sfg3en
lokið	sþghen
í	af
kvöld	nheo
eða	c
nótt	nveo
en	c
þriðju	lveþvf
umræðu	nveþ
verður	sfg3en
frestað	sþghen
fram	aa
yfir	af
áramót	nhfo
.	pl

Önnu	x
mál	nhfn
verða	sfg3fn
afgreidd	sþghfn
á	af
morgun	nkeo
og	c
laugardag	nkeo
.	pl

Samkomulag	nhen
náðist	sfm3eþ
í	af
nótt	nveo
milli	af
forseta	nkee
þingsins	nheeg
og	c
þingflokka	nkfe
um	af
þinglok	nhfo
.	pl

Ríkisstjórnin	nveng
stefndi	sfg3eþ
að	af
því	fpheþ
að	c
frumvarp	nhen
um	af
Ríkisútvarpið	nheogs
yrði	svg3eþ
að	af
lögum	nhfþ
fyrir	af
jól	nhfo
en	c
samið	sþghen
var	sfg3eþ
um	af
að	cn
ljúka	sng
annarri	lveþsf
umræðu	nveþ
um	af
það	fpheo
í	af
kvöld	nheo
eða	c
nótt	nveo
og	c
taka	sng
svo	aa
þriðju	lveovf
umræðu	nveo
um	af
leið	nveo
og	c
þing	nhen
kemur	sfg3en
saman	aa
á	aa
ný	aa
um	af
miðjan	lkeosf
janúar	nkeo
og	c
verður	sfg3en
það	fphen
þá	aa
eina	lhenvf
málið	nheng
á	af
dagskrá	nveþ
þingsins	nheeg
.	pl

Sólveig	nven-s
Pétursdóttir	nven-s
,	pk
forseti	nken
þingsins	nheeg
(	pa
D	x
)	pa
:	pa
«	pg
Og	c
niðurstaðan	nveng
er	sfg3en
það	fphen
að	c
við	fp1fn
munum	sfg1fn
ljúka	sng
hér	aa
þingstörfum	nhfþ
,	pk
líklega	aa
síðdegis	aa
á	af
laugardaginn	nkeog
og	c
klára	sng
þá	aa
afgreiðslu	nveo
allra	fohfe
mála	nhfe
.	pl
»	pg

Samfylkingin	nvengs
kynnti	sfg3eþ
afstöðu	nveo
sína	feveo
til	af
frumvarpsins	nheeg
um	af
Ríkisútvarpið	nheogs
í	af
morgun	nkeo
en	c
formaður	nken
hennar	fpvee
vill	sfg3en
að	c
tíminn	nkeng
fram	aa
að	af
þriðju	lveþvf
umræðu	nveþ
verði	svg3en
vel	aa
nýttur	sþgken
.	pl

Ingibjörg	nven-s
Sólrún	nven-s
Gísladóttir	nven-s
,	pk
formaður	nken
Samfylkingarinnar	nveegs
(	pa
S	x
)	pa
:	pa
«	pg
Það	fphen
er	sfg3en
bara	aa
tilboð	nhen
af	af
okkar	fp1fe
hálfu	nveþ
að	c
það	fphen
verði	svg3en
settur	sþgken
niður	aa
hópur	nken
,	pk
fulltrúa	nkfe
stjórnmálaflokkanna	nkfeg
,	pk
til	af
þess	fphee
að	cn
freista	sng
þess	fphee
að	cn
ná	sng
sáttum	nvfþ
um	af
Ríkisútvarpið	nheogs
því	fpheþ
að	c
ég	fp1en
tel	sfg1en
að	c
það	fphen
sé	svg3en
gríðarlega	aa
mikilvægt	lhensf
.	pl
»	pg

Ögmundur	nken-s
Jónasson	nken-s
,	pk
þingflokksformaður	nken
Vinstri-grænna	lkfesf
:	pa
«	pg
Frumvarpið	nheng
um	af
hlutafélagavæðingu	nveo
Ríkisútvarpsins	nheegs
verður	sfg3en
ekki	aa
að	af
lögum	nhfþ
á	af
þessu	faheþ
ári	nheþ
eins	aa
og	c
að	aa
var	sfg3eþ
stefnt	sþghen
.	pl

Ég	fp1en
er	sfg1en
að	af
sjálfsögðu	lheþsf
og	c
við	fp1fn
öll	fohfn
ánægð	lhfnsf
með	af
þá	faveo
niðurstöðu	nveo
.	pl
»	pg

Jóhanna	nven-s
Vigdís	nven-s
Hjaltadóttir	nven-s
:	pa
«	pg
Það	fphen
hefur	sfg3en
náðst	sþmhen
samkomulag	nhen
um	af
að	cn
ljúka	sng
annarri	lveþsf
umræðu	nveþ
um	af
frumvarp	nheo
um	af
Ríkisútvarpið	nheogs
núna	aa
fyrir	af
jól	nhfo
og	c
svo	aa
þriðja	lvenvf
umræða	nven
í	af
janúar	nkeþ
.	pl

Eru	sfg3fn
það	fphen
vonbrigði	nhfn
að	c
þetta	fahen
skyldi	svg3eþ
ekki	aa
verða	sng
að	af
lögum	nhfþ
núna	aa
?	pl
»	pg

Geir	nken-s
H.	ks
Haarde	nken-s
,	pk
forsætisráðherra	nken
(	pa
D	x
)	pa
:	pa
«	pg
Já	au
,	pk
það	fphen
má	sfg3en
segja	sng
það	fpheo
en	c
við	fp1fn
náttúrulega	aa
ætlum	sfg1fn
okkur	fp1fþ
að	cn
klára	sng
þetta	faheo
mál	nheo
og	c
þetta	fahen
verður	sfg3en
fyrsta	lhenve
málið	nheng
í	af
janúarmánuði	nkeþ
og	c
við	fp1fn
munum	sfg1fn
bara	aa
ljúka	sng
því	fpheþ
þá	aa
.	pl

Vonandi	aa
eitthvað	fohen
í	aa
kringum	af
tuttugasta	lkeovf
.	pl
»	pg

Jóhanna	nven-s
:	pa
«	pg
En	c
þetta	fahen
samkomulag	nhen
um	af
að	cn
ljúka	sng
þingstörfunum	nhfþg
núna	aa
,	pk
ertu	sfg2en
sáttur	lkensf
við	af
þau	fphfo
?	pl
»	pg

Geir	nken-s
H.	ks
Haarde	nken-s
:	pa
«	pg
Já	au
,	pk
að	af
öðru	foheþ
leyti	nheþ
er	sfg1en
ég	fp1en
mjög	aa
sáttur	lkensf
við	af
þetta	faheo
.	pl

Þetta	fahen
er	sfg3en
mjög	aa
gott	lhensf
að	c
við	fp1fn
getum	sfg1fn
haldið	sþghen
okkur	fp1fo
hér	aa
nokkurn	fokeo
veginn	nkeog
við	af
starfsáætlun	nveo
þingsins	nheeg
